transaction_day,total_amount_withdrawn
5-04-22,543600
5-04-23,468700
5-04-24,324000
5-04-25,722400
5-04-26,399200
5-04-27,698500
5-04-28,762100
5-04-29,603800
5-04-30,704800
5-05-01,469400
5-05-02,725900
5-05-03,455500
5-05-04,806200
5-05-05,613300
5-05-06,747000
5-05-07,599200
5-05-08,670000
5-05-09,758600
5-05-10,432000
5-05-11,559800
5-05-12,604200
5-05-13,640200
5-05-14,18600
5-05-15,250300
5-05-16,563600
5-05-17,594500
5-05-18,670000
5-05-19,554400
5-05-20,736300
5-05-21,723700
5-05-22,614300
5-05-23,667500
5-05-24,541500
5-05-25,374400
5-05-26,350900
5-05-27,343500
5-05-28,283400
5-05-29,511000
5-05-30,329200
5-05-31,582100
5-06-01,393300
5-06-02,541600
5-06-03,576800
5-06-04,550000
5-06-05,553000
5-06-06,509600
5-06-07,620500
5-06-08,722600
5-06-09,724500
5-06-10,363800
5-06-11,495900
5-06-12,197200
5-06-13,649200
5-06-14,511100
5-06-15,303600
5-06-16,399100
5-06-17,315100
5-06-18,839300
5-06-19,269500
5-06-20,519800
5-06-21,324600
5-06-22,469400
5-06-23,497300
5-06-24,560600
5-06-25,229600
5-06-26,252800
5-06-27,496700
5-06-28,273900
5-06-29,551100
5-06-30,759700
5-07-01,765700
5-07-02,980300
5-07-03,422300
5-07-04,548700
5-07-05,610000
5-07-06,500
5-07-07,213800
5-07-08,390000
5-07-09,627000
5-07-10,421400
5-07-11,665400
5-07-12,641100
5-07-13,715600
5-07-14,511300
5-07-15,653500
5-07-16,558900
5-07-17,533000
5-07-18,524500
5-07-19,372400
5-07-20,578500
5-07-21,389600
5-07-22,261700
5-07-23,355800
5-07-24,128600
5-07-25,185200
5-07-26,236800
5-07-27,590400
5-07-28,208600
5-07-29,427300
5-07-30,271400
5-07-31,434300
5-08-01,565100
5-08-02,422700
5-08-03,389300
5-08-04,182800
5-08-05,339800
5-08-06,336100
5-08-07,194000
5-08-08,400200
5-08-09,393800
5-08-10,400600
5-08-11,535700
5-08-12,304000
5-08-13,370200
5-08-14,60800
5-08-15,512600
5-08-16,464800
5-08-17,125700
5-08-18,162100
5-08-19,398700
5-08-20,89600
5-08-21,229300
5-08-22,272900
5-08-23,342500
5-08-24,497200
5-08-25,200100
5-08-26,416700
5-08-27,369200
5-08-28,474800
5-08-29,335900
5-08-30,103300
5-08-31,262900
5-09-01,507500
5-09-02,429900
5-09-03,568200
5-09-04,362100
5-09-05,496000
5-09-06,258400
5-09-07,329400
5-09-08,293600
5-09-09,187800
5-09-10,105300
5-09-11,226200
5-09-12,246900
5-09-13,156500
5-09-14,509900
5-09-15,343400
5-09-16,362400
5-09-17,177200
5-09-18,179600
5-09-19,506700
5-09-20,284600
5-09-21,270800
5-09-22,456100
5-09-23,485300
5-09-24,373600
5-09-25,155200
5-09-26,266400
5-09-27,92000
5-09-28,505800
5-09-29,395300
5-09-30,358800
5-10-1,289500
5-10-3,62200
5-10-4,71700
5-10-5,59400
5-10-6,73100
5-10-7,173900
5-10-8,11800
5-10-9,31600
5-10-10,265100
5-10-11,494700
5-10-12,61500
5-10-13,345500
5-10-14,390700
5-10-15,227400
5-10-16,162700
5-10-17,100
5-10-19,100
5-10-20,283500
5-10-21,216400
5-10-22,244700
5-10-23,283600
5-10-24,367500
5-10-25,77800
5-10-26,218400
5-10-27,462000
5-10-28,82100
5-10-29,347700
5-10-30,334700
5-10-31,217000
5-11-1,329500
5-11-2,501200
5-11-3,529000
5-11-4,520400
5-11-5,531200
5-11-6,268600
5-11-7,755500
5-11-8,292300
5-11-11,256000
5-11-12,228100
5-11-13,256300
5-11-14,542800
5-11-15,221600
5-11-16,25100
5-11-17,353300
5-11-18,190800
5-11-19,361800
5-11-20,380400
5-11-21,507200
5-11-22,103500
5-11-23,126700
5-11-24,267800
5-11-25,207500
5-11-26,449400
5-11-27,414300
5-11-28,505500
5-11-29,118500
5-11-30,752500
5-12-1,218300
5-12-6,330800
5-12-7,311500
5-12-8,922900
5-12-9,582400
5-12-10,553400
5-12-11,616200
5-12-12,312500
5-12-13,227900
5-12-14,404000
5-12-15,432200
5-12-16,230300
5-12-17,206100
5-12-18,383200
5-12-19,518900
5-12-20,389700
5-12-21,352800
5-12-22,249800
5-12-23,543200
5-12-24,99400
5-12-26,247400
5-12-27,320300
5-12-28,470600
5-12-29,290700
5-12-30,69600
5-12-31,76200
